species,genomes,superkingdom,doubling_h,growth_tmp,Representative.genome
Caldicellulosiruptor bescii,RS_GCF_002564225.1,Bacteria,1.18,77.9,RS_GCF_000022325.1
Caldicellulosiruptor bescii,RS_GCF_002300335.1,Bacteria,1.18,77.9,RS_GCF_000022325.1
Caldicellulosiruptor bescii,RS_GCF_000022325.1,Bacteria,1.18,77.9,RS_GCF_000022325.1
Caldicellulosiruptor hydrothermalis,RS_GCF_000166355.1,Bacteria,2,65,RS_GCF_000166355.1
Caldicellulosiruptor kronotskyensis,RS_GCF_000166775.1,Bacteria,2.5,70,RS_GCF_000166775.1
Caldicellulosiruptor obsidiansis,RS_GCF_000145215.1,Bacteria,0.92,77.7,RS_GCF_000145215.1
Caldicellulosiruptor owensensis,RS_GCF_000166335.1,Bacteria,5.41,75,RS_GCF_000166335.1
Caldilinea aerophila,RS_GCF_000281175.1,Bacteria,5,55,RS_GCF_000281175.1
Caldilinea aerophila,RS_GCF_017743675.1,Bacteria,5,55,RS_GCF_000281175.1
Caldilinea aerophila,RS_GCF_026003655.1,Bacteria,5,55,RS_GCF_000281175.1
Caldisericum exile_A,GB_GCA_002877955.1,Bacteria,13.52,65,GB_GCA_002877955.1
Calditerricola satsumensis,RS_GCF_001311905.1,Bacteria,0.42,78,RS_GCF_014646935.1
Calditerricola satsumensis,RS_GCF_014646935.1,Bacteria,0.42,78,RS_GCF_014646935.1
Caloranaerobacter azorensis,RS_GCF_900129995.1,Bacteria,0.42,64.7,RS_GCF_900129995.1
Caloranaerobacter azorensis,RS_GCF_010669085.1,Bacteria,0.42,64.7,RS_GCF_900129995.1
Caloranaerobacter azorensis,RS_GCF_949447145.1,Bacteria,0.42,64.7,RS_GCF_900129995.1
Caloranaerobacter azorensis,RS_GCF_910586495.1,Bacteria,0.42,64.7,RS_GCF_900129995.1
Caloranaerobacter azorensis,RS_GCF_000761095.1,Bacteria,0.42,64.7,RS_GCF_900129995.1
Caloranaerobacter ferrireducens,RS_GCF_001730685.1,Bacteria,0.92,60,RS_GCF_001730685.1
Caminibacter mediatlanticus,RS_GCF_000170735.1,Bacteria,0.83,55,RS_GCF_005843985.1
Caminibacter mediatlanticus,RS_GCF_005843985.1,Bacteria,0.83,55,RS_GCF_005843985.1
Caminicella sporogenes,RS_GCF_003609595.1,Bacteria,0.75,57.5,RS_GCF_900142285.1
Caminicella sporogenes,RS_GCF_030166575.1,Bacteria,0.75,57.5,RS_GCF_900142285.1
Caminicella sporogenes,RS_GCF_900142285.1,Bacteria,0.75,57.5,RS_GCF_900142285.1
Campylobacter_D jejuni,RS_GCF_025232615.1,Bacteria,0.79,37,RS_GCF_001457695.1
Campylobacter_D jejuni,RS_GCF_025460485.1,Bacteria,0.79,37,RS_GCF_001457695.1
Campylobacter_D jejuni,RS_GCF_022133805.1,Bacteria,0.79,37,RS_GCF_001457695.1
Campylobacter_D jejuni,RS_GCF_001233665.1,Bacteria,0.79,37,RS_GCF_001457695.1
Campylobacter_D jejuni,RS_GCF_000168175.1,Bacteria,0.79,37,RS_GCF_001457695.1
Campylobacter_D jejuni,RS_GCF_001457695.1,Bacteria,0.79,37,RS_GCF_001457695.1
Carboxydothermus hydrogenoformans,RS_GCF_000012865.1,Bacteria,2,70,RS_GCF_000012865.1
Carboxydothermus hydrogenoformans,RS_GCF_000427565.1,Bacteria,2,70,RS_GCF_000012865.1
Carboxydothermus hydrogenoformans,RS_GCF_013409775.1,Bacteria,2,70,RS_GCF_000012865.1
Caulobacter vibrioides_A,GB_GCA_002280275.1,Bacteria,1.42,30,GB_GCA_002280275.1
Chlamydia trachomatis,RS_GCF_003788915.1,Bacteria,2,NA,RS_GCF_000012125.1
Chlamydia trachomatis,RS_GCF_000068585.1,Bacteria,2,NA,RS_GCF_000012125.1
Chlamydia trachomatis,RS_GCF_013341055.1,Bacteria,2,NA,RS_GCF_000012125.1
Chlamydia trachomatis,RS_GCF_000318825.1,Bacteria,2,NA,RS_GCF_000012125.1
Chlamydia trachomatis,RS_GCF_001655495.1,Bacteria,2,NA,RS_GCF_000012125.1
Chlamydia trachomatis,RS_GCF_000012125.1,Bacteria,2,NA,RS_GCF_000012125.1
Chlamydophila caviae,RS_GCF_000007605.1,Bacteria,2,37,RS_GCF_000007605.1
Chlamydophila pneumoniae,RS_GCF_000011165.1,Bacteria,2,37,RS_GCF_000007205.1
Chlamydophila pneumoniae,RS_GCF_001007145.1,Bacteria,2,37,RS_GCF_000007205.1
Chlamydophila pneumoniae,RS_GCF_001007085.1,Bacteria,2,37,RS_GCF_000007205.1
Chlamydophila pneumoniae,RS_GCF_000008745.1,Bacteria,2,37,RS_GCF_000007205.1
Chlamydophila pneumoniae,RS_GCF_000516655.1,Bacteria,2,37,RS_GCF_000007205.1
Chlamydophila pneumoniae,RS_GCF_000007205.1,Bacteria,2,37,RS_GCF_000007205.1
Chlorobaculum tepidum,GB_GCA_003510485.1,Bacteria,1.44,46.9,RS_GCF_000006985.1
Chlorobaculum tepidum,RS_GCF_000006985.1,Bacteria,1.44,46.9,RS_GCF_000006985.1
Chloroflexus aurantiacus,RS_GCF_000018865.1,Bacteria,2.31,50,RS_GCF_000018865.1
Chloroflexus aurantiacus,GB_GCA_026003815.1,Bacteria,2.31,50,RS_GCF_000018865.1
Chloroflexus aurantiacus,RS_GCF_014874515.1,Bacteria,2.31,50,RS_GCF_000018865.1
Chloroflexus aurantiacus,RS_GCF_003514535.1,Bacteria,2.31,50,RS_GCF_000018865.1
Chloroflexus aurantiacus,GB_GCA_003696405.1,Bacteria,2.31,50,RS_GCF_000018865.1
Chromobacterium violaceum,RS_GCF_002179535.1,Bacteria,0.83,NA,RS_GCF_000007705.1
Chromobacterium violaceum,RS_GCF_014117535.1,Bacteria,0.83,NA,RS_GCF_000007705.1
Chromobacterium violaceum,RS_GCF_002081895.1,Bacteria,0.83,NA,RS_GCF_000007705.1
Chromobacterium violaceum,RS_GCF_000812485.1,Bacteria,0.83,NA,RS_GCF_000007705.1
Chromobacterium violaceum,RS_GCF_002081735.1,Bacteria,0.83,NA,RS_GCF_000007705.1
Chromobacterium violaceum,RS_GCF_000007705.1,Bacteria,0.83,NA,RS_GCF_000007705.1
Chryseolinea serpens,RS_GCF_900129725.1,Bacteria,0.63,25,RS_GCF_900129725.1
Chrysiogenes arsenatis,RS_GCF_000469585.1,Bacteria,4,28,RS_GCF_000469585.1
Clostridioides difficile,RS_GCF_900164945.1,Bacteria,0.38,37,RS_GCF_001077535.1
Clostridioides difficile,RS_GCF_900165425.1,Bacteria,0.38,37,RS_GCF_001077535.1
Clostridioides difficile,RS_GCF_900007565.1,Bacteria,0.38,37,RS_GCF_001077535.1
Clostridioides difficile,RS_GCF_000449025.2,Bacteria,0.38,37,RS_GCF_001077535.1
Clostridioides difficile,GB_GCA_900010385.1,Bacteria,0.38,37,RS_GCF_001077535.1
Clostridioides difficile,RS_GCF_001077535.1,Bacteria,0.38,37,RS_GCF_001077535.1
Clostridium beijerinckii_D,GB_GCA_003129525.1,Bacteria,3.13046328497853,37,GB_GCA_003129525.1
Clostridium butyricum,RS_GCF_001456065.2,Bacteria,0.85,NA,RS_GCF_006742065.1
Clostridium butyricum,RS_GCF_027670425.1,Bacteria,0.85,NA,RS_GCF_006742065.1
Clostridium butyricum,RS_GCF_011010845.1,Bacteria,0.85,NA,RS_GCF_006742065.1
Clostridium butyricum,GB_GCA_030291175.1,Bacteria,0.85,NA,RS_GCF_006742065.1
Clostridium butyricum,RS_GCF_018140655.1,Bacteria,0.85,NA,RS_GCF_006742065.1
Clostridium butyricum,RS_GCF_006742065.1,Bacteria,0.85,NA,RS_GCF_006742065.1
Clostridium gasigenes,RS_GCF_014212475.1,Bacteria,1.44,22,RS_GCF_900104115.1
Clostridium gasigenes,RS_GCF_900104115.1,Bacteria,1.44,22,RS_GCF_900104115.1
Clostridium gasigenes,RS_GCF_014212425.1,Bacteria,1.44,22,RS_GCF_900104115.1
Clostridium gasigenes,RS_GCF_018861815.1,Bacteria,1.44,22,RS_GCF_900104115.1
Clostridium gasigenes,RS_GCF_018861695.1,Bacteria,1.44,22,RS_GCF_900104115.1
Clostridium thermobutyricum,RS_GCF_002050515.1,Bacteria,0.54,53.5,RS_GCF_002050515.1
Clostridium thermobutyricum,RS_GCF_000371465.1,Bacteria,0.54,53.5,RS_GCF_002050515.1
Clostridium thermobutyricum,RS_GCF_934777065.1,Bacteria,0.54,53.5,RS_GCF_002050515.1
Clostridium thermobutyricum,RS_GCF_015670125.1,Bacteria,0.54,53.5,RS_GCF_002050515.1
Clostridium thermobutyricum,GB_GCA_026169445.1,Bacteria,0.54,53.5,RS_GCF_002050515.1
Clostridium vincentii,RS_GCF_002995745.1,Bacteria,15.28,12.2,RS_GCF_002995745.1
Clostridium_AD estertheticum,RS_GCF_020443465.1,Bacteria,3.19,6.8,RS_GCF_001877035.1
Clostridium_AD estertheticum,RS_GCF_020443575.1,Bacteria,3.19,6.8,RS_GCF_001877035.1
Clostridium_AD estertheticum,RS_GCF_020443435.1,Bacteria,3.19,6.8,RS_GCF_001877035.1
Clostridium_AD estertheticum,RS_GCF_009295545.1,Bacteria,3.19,6.8,RS_GCF_001877035.1
Clostridium_AD estertheticum,RS_GCF_019537155.1,Bacteria,3.19,6.8,RS_GCF_001877035.1
Clostridium_AD estertheticum,RS_GCF_001877035.1,Bacteria,3.19,6.8,RS_GCF_001877035.1
Clostridium_AF grantii,RS_GCF_900129965.1,Bacteria,9,30,RS_GCF_900129965.1
Clostridium_AM drakei,RS_GCF_000633595.2,Bacteria,2.4,30,RS_GCF_000633595.2
Clostridium_AM drakei,RS_GCF_003096175.1,Bacteria,2.4,30,RS_GCF_000633595.2
Clostridium_AM magnum,RS_GCF_001623875.1,Bacteria,1.4,31,RS_GCF_001623875.1
Clostridium_AM magnum,RS_GCF_900129955.1,Bacteria,1.4,31,RS_GCF_001623875.1
Clostridium_AM scatologenes,GB_GCA_946415575.1,Bacteria,5.3,27.5,RS_GCF_000968375.1
Clostridium_AM scatologenes,RS_GCF_000968375.1,Bacteria,5.3,27.5,RS_GCF_000968375.1
Clostridium_B ljungdahlii,RS_GCF_000484505.2,Bacteria,0.26,37,RS_GCF_000143685.1
Clostridium_B ljungdahlii,RS_GCF_001636855.1,Bacteria,0.26,37,RS_GCF_000143685.1
Clostridium_B ljungdahlii,RS_GCF_003693285.1,Bacteria,0.26,37,RS_GCF_000143685.1
Clostridium_B ljungdahlii,RS_GCF_000427255.1,Bacteria,0.26,37,RS_GCF_000143685.1
Clostridium_B ljungdahlii,RS_GCF_002189005.1,Bacteria,0.26,37,RS_GCF_000143685.1
Clostridium_B ljungdahlii,RS_GCF_000143685.1,Bacteria,0.26,37,RS_GCF_000143685.1
Clostridium_H haemolyticum,RS_GCF_021077645.1,Bacteria,0.44,NA,RS_GCF_003614235.1
Clostridium_H haemolyticum,RS_GCF_021077905.1,Bacteria,0.44,NA,RS_GCF_003614235.1
Clostridium_H haemolyticum,RS_GCF_021077625.1,Bacteria,0.44,NA,RS_GCF_003614235.1
Clostridium_H haemolyticum,RS_GCF_000724225.2,Bacteria,0.44,NA,RS_GCF_003614235.1
Clostridium_H haemolyticum,RS_GCF_016071375.1,Bacteria,0.44,NA,RS_GCF_003614235.1
Clostridium_H haemolyticum,RS_GCF_003614235.1,Bacteria,0.44,NA,RS_GCF_003614235.1
Clostridium_I acidisoli,RS_GCF_900176305.1,Bacteria,3.5,30,RS_GCF_900176305.1
Clostridium_I akagii,RS_GCF_000686725.1,Bacteria,11,25,RS_GCF_000686725.1
Clostridium_S acetobutylicum,RS_GCF_013296345.1,Bacteria,0.97,34,RS_GCF_000008765.1
Clostridium_S acetobutylicum,RS_GCF_013149385.1,Bacteria,0.97,34,RS_GCF_000008765.1
Clostridium_S acetobutylicum,RS_GCF_000218855.1,Bacteria,0.97,34,RS_GCF_000008765.1
Clostridium_S acetobutylicum,RS_GCF_003014985.1,Bacteria,0.97,34,RS_GCF_000008765.1
Clostridium_S acetobutylicum,RS_GCF_000191905.1,Bacteria,0.97,34,RS_GCF_000008765.1
Clostridium_S acetobutylicum,RS_GCF_000008765.1,Bacteria,0.97,34,RS_GCF_000008765.1
Clostridium_Y paradoxum,GB_GCA_001584565.1,Bacteria,0.67,55.5,GB_GCA_001584565.1
Clostridium_Y paradoxum,GB_GCA_900142555.1,Bacteria,0.67,55.5,GB_GCA_001584565.1
Clostridium_Y thermoalcaliphilum,GB_GCA_002029295.1,Bacteria,0.32,49.5,GB_GCA_002029295.1
Colwellia piezophila,RS_GCF_000378625.1,Bacteria,4.83,10,RS_GCF_000378625.1
Colwellia psychrerythraea_C,GB_GCA_002163005.1,Bacteria,2.96,10,GB_GCA_002163005.1
Colwellia psychrerythraea_C,GB_GCA_913062965.1,Bacteria,2.96,10,GB_GCA_002163005.1
Coprothermobacter platensis,RS_GCF_000378005.1,Bacteria,16.1,55,RS_GCF_000378005.1
Corynebacterium diphtheriae,RS_GCF_903986415.1,Bacteria,0.566666666666667,NA,RS_GCF_001457455.1
Corynebacterium diphtheriae,RS_GCF_002203055.1,Bacteria,0.566666666666667,NA,RS_GCF_001457455.1
Corynebacterium diphtheriae,GB_GCA_001974725.1,Bacteria,0.566666666666667,NA,RS_GCF_001457455.1
Corynebacterium diphtheriae,RS_GCF_002203395.1,Bacteria,0.566666666666667,NA,RS_GCF_001457455.1
Corynebacterium diphtheriae,RS_GCF_903986525.1,Bacteria,0.566666666666667,NA,RS_GCF_001457455.1
Corynebacterium diphtheriae,RS_GCF_001457455.1,Bacteria,0.566666666666667,NA,RS_GCF_001457455.1
Corynebacterium glutamicum,RS_GCF_001912735.1,Bacteria,1.17,30,RS_GCF_000011325.1
Corynebacterium glutamicum,RS_GCF_018884245.1,Bacteria,1.17,30,RS_GCF_000011325.1
Corynebacterium glutamicum,RS_GCF_007858615.1,Bacteria,1.17,30,RS_GCF_000011325.1
Corynebacterium glutamicum,RS_GCF_000417765.1,Bacteria,1.17,30,RS_GCF_000011325.1
Corynebacterium glutamicum,RS_GCF_013867855.1,Bacteria,1.17,30,RS_GCF_000011325.1
Corynebacterium glutamicum,RS_GCF_000011325.1,Bacteria,1.17,30,RS_GCF_000011325.1
Corynebacterium pseudodiphtheriticum,RS_GCF_030176235.1,Bacteria,0.616666666666667,NA,RS_GCF_000688415.1
Corynebacterium pseudodiphtheriticum,RS_GCF_030229185.1,Bacteria,0.616666666666667,NA,RS_GCF_000688415.1
Corynebacterium pseudodiphtheriticum,RS_GCF_023509275.1,Bacteria,0.616666666666667,NA,RS_GCF_000688415.1
Corynebacterium pseudodiphtheriticum,RS_GCF_030176715.1,Bacteria,0.616666666666667,NA,RS_GCF_000688415.1
Corynebacterium pseudodiphtheriticum,RS_GCF_030229165.1,Bacteria,0.616666666666667,NA,RS_GCF_000688415.1
Corynebacterium pseudodiphtheriticum,RS_GCF_000688415.1,Bacteria,0.616666666666667,NA,RS_GCF_000688415.1
Coxiella burnetii,RS_GCF_000613025.1,Bacteria,9.6,36,RS_GCF_005280755.1
Coxiella burnetii,RS_GCF_002634085.1,Bacteria,9.6,36,RS_GCF_005280755.1
Coxiella burnetii,RS_GCF_025990295.1,Bacteria,9.6,36,RS_GCF_005280755.1
Coxiella burnetii,RS_GCF_002633945.1,Bacteria,9.6,36,RS_GCF_005280755.1
Coxiella burnetii,RS_GCF_027943605.1,Bacteria,9.6,36,RS_GCF_005280755.1
Coxiella burnetii,RS_GCF_005280755.1,Bacteria,9.6,36,RS_GCF_005280755.1
Crocosphaera watsonii,RS_GCF_013215395.1,Bacteria,13.8629436111989,28,RS_GCF_000167195.1
Crocosphaera watsonii,RS_GCF_022448125.1,Bacteria,13.8629436111989,28,RS_GCF_000167195.1
Crocosphaera watsonii,RS_GCF_001039555.1,Bacteria,13.8629436111989,28,RS_GCF_000167195.1
Crocosphaera watsonii,RS_GCF_001050835.1,Bacteria,13.8629436111989,28,RS_GCF_000167195.1
Crocosphaera watsonii,RS_GCF_000235665.1,Bacteria,13.8629436111989,28,RS_GCF_000167195.1
Crocosphaera watsonii,RS_GCF_000167195.1,Bacteria,13.8629436111989,28,RS_GCF_000167195.1
Cronobacter sakazakii,RS_GCF_009938835.1,Bacteria,0.23,37,RS_GCF_000982825.1
Cronobacter sakazakii,RS_GCF_018348425.1,Bacteria,0.23,37,RS_GCF_000982825.1
Cronobacter sakazakii,RS_GCF_002198805.1,Bacteria,0.23,37,RS_GCF_000982825.1
Cronobacter sakazakii,RS_GCF_030847155.1,Bacteria,0.23,37,RS_GCF_000982825.1
Cronobacter sakazakii,RS_GCF_002199105.1,Bacteria,0.23,37,RS_GCF_000982825.1
Cronobacter sakazakii,RS_GCF_000982825.1,Bacteria,0.23,37,RS_GCF_000982825.1
Cutibacterium acnes,RS_GCF_024329165.1,Bacteria,5.1,35,RS_GCF_003030305.1
Cutibacterium acnes,RS_GCF_030236465.1,Bacteria,5.1,35,RS_GCF_003030305.1
Cutibacterium acnes,RS_GCF_002572835.1,Bacteria,5.1,35,RS_GCF_003030305.1
Cutibacterium acnes,GB_GCA_000521445.1,Bacteria,5.1,35,RS_GCF_003030305.1
Cutibacterium acnes,RS_GCF_003384255.1,Bacteria,5.1,35,RS_GCF_003030305.1
Cutibacterium acnes,RS_GCF_003030305.1,Bacteria,5.1,35,RS_GCF_003030305.1
Dehalococcoides mccartyi_B,RS_GCF_002007845.1,Bacteria,19.2,NA,RS_GCF_000830885.1
Dehalococcoides mccartyi_B,RS_GCF_002024225.1,Bacteria,19.2,NA,RS_GCF_000830885.1
Dehalococcoides mccartyi_B,RS_GCF_001761445.1,Bacteria,19.2,NA,RS_GCF_000830885.1
Dehalococcoides mccartyi_B,GB_GCA_937863645.1,Bacteria,19.2,NA,RS_GCF_000830885.1
Dehalococcoides mccartyi_B,RS_GCF_001515295.1,Bacteria,19.2,NA,RS_GCF_000830885.1
Dehalococcoides mccartyi_B,RS_GCF_000830885.1,Bacteria,19.2,NA,RS_GCF_000830885.1
Deinococcus geothermalis,RS_GCF_000196275.1,Bacteria,0.92,50.1,RS_GCF_000196275.1
Deinococcus geothermalis,RS_GCF_002384255.1,Bacteria,0.92,50.1,RS_GCF_000196275.1
Deinococcus geothermalis,RS_GCF_004353485.1,Bacteria,0.92,50.1,RS_GCF_000196275.1
Deinococcus geothermalis,RS_GCF_016107335.1,Bacteria,0.92,50.1,RS_GCF_000196275.1
Deinococcus murrayi,RS_GCF_000482805.1,Bacteria,1.02,50.1,RS_GCF_000482805.1
Deinococcus murrayi,RS_GCF_000708185.1,Bacteria,1.02,50.1,RS_GCF_000482805.1
Deinococcus radiodurans,RS_GCF_020547085.1,Bacteria,1.5,30,RS_GCF_000008565.1
Deinococcus radiodurans,RS_GCF_000008565.1,Bacteria,1.5,30,RS_GCF_000008565.1
Deinococcus radiodurans,RS_GCF_020547025.1,Bacteria,1.5,30,RS_GCF_000008565.1
Deinococcus radiodurans,RS_GCF_021378295.1,Bacteria,1.5,30,RS_GCF_000008565.1
Deinococcus radiodurans,RS_GCF_020546685.1,Bacteria,1.5,30,RS_GCF_000008565.1
Desulfitobacterium dehalogenans,GB_GCA_012842225.1,Bacteria,3.33,38.1,RS_GCF_000243155.2
Desulfitobacterium dehalogenans,RS_GCF_000243155.2,Bacteria,3.33,38.1,RS_GCF_000243155.2
Desulfitobacterium dehalogenans,RS_GCF_000384015.1,Bacteria,3.33,38.1,RS_GCF_000243155.2
Desulfobacter curvatus,RS_GCF_000373985.1,Bacteria,21,30,RS_GCF_000373985.1
Desulfobacter hydrogenophilus,RS_GCF_003261095.1,Bacteria,18,30.5,RS_GCF_004319545.1
Desulfobacter hydrogenophilus,RS_GCF_004319545.1,Bacteria,18,30.5,RS_GCF_004319545.1
Desulfobacter hydrogenophilus,RS_GCF_010499545.1,Bacteria,18,30.5,RS_GCF_004319545.1
Desulfomicrobium orale,RS_GCF_001553625.1,Bacteria,11,37,RS_GCF_001553625.1
Desulfotalea psychrophila,RS_GCF_000025945.1,Bacteria,27,9.9,RS_GCF_000025945.1
Desulfurobacterium thermolithotrophum,RS_GCF_000191045.1,Bacteria,1.56,69.5,RS_GCF_000191045.1
Desulfurobacterium thermolithotrophum,RS_GCF_010588305.1,Bacteria,1.56,69.5,RS_GCF_000191045.1
Desulfuromonas acetoxidans,RS_GCF_000167355.1,Bacteria,2.57,30,RS_GCF_000167355.1
Desulfuromonas acetoxidans,RS_GCF_013371475.1,Bacteria,2.57,30,RS_GCF_000167355.1
Desulfuromonas acetoxidans,RS_GCF_013371615.1,Bacteria,2.57,30,RS_GCF_000167355.1
Desulfuromonas acetoxidans,RS_GCF_015234255.1,Bacteria,2.57,30,RS_GCF_000167355.1
Dethiosulfovibrio peptidovorans_A,GB_GCA_002748665.1,Bacteria,1.76,42.1,GB_GCA_002748665.1
Dictyoglomus thermophilum,RS_GCF_000020965.1,Bacteria,2.47,78.3,RS_GCF_000020965.1
Dictyoglomus thermophilum,RS_GCF_008244535.1,Bacteria,2.47,78.3,RS_GCF_000020965.1
Dictyoglomus thermophilum,RS_GCF_026418735.1,Bacteria,2.47,78.3,RS_GCF_000020965.1
Dinoroseobacter shibae,RS_GCF_000018145.1,Bacteria,4.08,33,RS_GCF_000018145.1
Dinoroseobacter shibae,RS_GCF_023558335.1,Bacteria,4.08,33,RS_GCF_000018145.1
Dinoroseobacter shibae,RS_GCF_023558355.1,Bacteria,4.08,33,RS_GCF_000018145.1
Dinoroseobacter shibae,RS_GCF_028807315.1,Bacteria,4.08,33,RS_GCF_000018145.1
Ehrlichia canis,RS_GCF_021869995.1,Bacteria,28,37,RS_GCF_000012565.1
Ehrlichia canis,RS_GCF_002879995.1,Bacteria,28,37,RS_GCF_000012565.1
Ehrlichia canis,RS_GCF_021870035.1,Bacteria,28,37,RS_GCF_000012565.1
Ehrlichia canis,RS_GCF_021870015.1,Bacteria,28,37,RS_GCF_000012565.1
Ehrlichia canis,RS_GCF_000012565.1,Bacteria,28,37,RS_GCF_000012565.1
Ehrlichia chaffeensis,RS_GCF_000632945.1,Bacteria,19,37,RS_GCF_000013145.1
Ehrlichia chaffeensis,RS_GCF_000632965.1,Bacteria,19,37,RS_GCF_000013145.1
Ehrlichia chaffeensis,RS_GCF_000632865.1,Bacteria,19,37,RS_GCF_000013145.1
Ehrlichia chaffeensis,RS_GCF_000632925.1,Bacteria,19,37,RS_GCF_000013145.1
Ehrlichia chaffeensis,RS_GCF_000632815.1,Bacteria,19,37,RS_GCF_000013145.1
Ehrlichia chaffeensis,RS_GCF_000013145.1,Bacteria,19,37,RS_GCF_000013145.1
Enterococcus faecalis,RS_GCF_030227825.1,Bacteria,0.383333333333333,NA,RS_GCF_029024925.1
Enterococcus faecalis,RS_GCF_030340565.1,Bacteria,0.383333333333333,NA,RS_GCF_029024925.1
Enterococcus faecalis,RS_GCF_028887645.1,Bacteria,0.383333333333333,NA,RS_GCF_029024925.1
Enterococcus faecalis,RS_GCF_001053105.1,Bacteria,0.383333333333333,NA,RS_GCF_029024925.1
Enterococcus faecalis,RS_GCF_000148265.1,Bacteria,0.383333333333333,NA,RS_GCF_029024925.1
Enterococcus faecalis,RS_GCF_029024925.1,Bacteria,0.383333333333333,NA,RS_GCF_029024925.1
Enterococcus_B faecium,RS_GCF_026621015.1,Bacteria,0.44,37,RS_GCF_029023785.1
Enterococcus_B faecium,RS_GCF_026622035.1,Bacteria,0.44,37,RS_GCF_029023785.1
Enterococcus_B faecium,RS_GCF_022809295.1,Bacteria,0.44,37,RS_GCF_029023785.1
Enterococcus_B faecium,RS_GCF_001969615.1,Bacteria,0.44,37,RS_GCF_029023785.1
Enterococcus_B faecium,RS_GCF_000321925.1,Bacteria,0.44,37,RS_GCF_029023785.1
Enterococcus_B faecium,RS_GCF_029023785.1,Bacteria,0.44,37,RS_GCF_029023785.1
Erwinia amylovora,RS_GCF_023183015.1,Bacteria,1.24,30,RS_GCF_017161565.1
Erwinia amylovora,RS_GCF_023183975.1,Bacteria,1.24,30,RS_GCF_017161565.1
Erwinia amylovora,RS_GCF_023183415.1,Bacteria,1.24,30,RS_GCF_017161565.1
Erwinia amylovora,RS_GCF_000367605.1,Bacteria,1.24,30,RS_GCF_017161565.1
Erwinia amylovora,RS_GCF_023183725.1,Bacteria,1.24,30,RS_GCF_017161565.1
Erwinia amylovora,RS_GCF_017161565.1,Bacteria,1.24,30,RS_GCF_017161565.1
Eubacterium callanderi,RS_GCF_022133525.1,Bacteria,20,38.5,RS_GCF_900142645.1
Eubacterium callanderi,RS_GCF_024463195.1,Bacteria,20,38.5,RS_GCF_900142645.1
Eubacterium callanderi,RS_GCF_020737015.1,Bacteria,20,38.5,RS_GCF_900142645.1
Eubacterium callanderi,GB_GCA_017312465.1,Bacteria,20,38.5,RS_GCF_900142645.1
Eubacterium callanderi,RS_GCF_019075835.1,Bacteria,20,38.5,RS_GCF_900142645.1
Eubacterium callanderi,RS_GCF_900142645.1,Bacteria,20,38.5,RS_GCF_900142645.1
Fervidobacterium nodosum,GB_GCA_002600545.1,Bacteria,1.75,67.5,RS_GCF_000017545.1
Fervidobacterium nodosum,RS_GCF_000017545.1,Bacteria,1.75,67.5,RS_GCF_000017545.1
Fervidobacterium nodosum,RS_GCF_011057735.1,Bacteria,1.75,67.5,RS_GCF_000017545.1
Fervidobacterium pennivorans,GB_GCA_002421545.1,Bacteria,2.98,69.9,RS_GCF_000235405.2
Fervidobacterium pennivorans,RS_GCF_000235405.2,Bacteria,2.98,69.9,RS_GCF_000235405.2
Fervidobacterium pennivorans,RS_GCF_012221625.1,Bacteria,2.98,69.9,RS_GCF_000235405.2
Flavobacterium antarcticum,RS_GCF_000419685.1,Bacteria,4.85,21.9,RS_GCF_000419685.1
Flavobacterium denitrificans,RS_GCF_000425445.1,Bacteria,7.3,25,RS_GCF_000425445.1
Flavobacterium hibernum,RS_GCF_000832125.1,Bacteria,3.88,24.9,RS_GCF_000832125.1
Flavobacterium hibernum,RS_GCF_002217315.1,Bacteria,3.88,24.9,RS_GCF_000832125.1
Flavobacterium hibernum,RS_GCF_900450525.1,Bacteria,3.88,24.9,RS_GCF_000832125.1
Flavobacterium segetis,RS_GCF_900129575.1,Bacteria,433.01,12.9,RS_GCF_900129575.1
Flexistipes sinusarabici,GB_GCA_021767805.1,Bacteria,8.42,50,RS_GCF_000218625.1
Flexistipes sinusarabici,RS_GCF_000218625.1,Bacteria,8.42,50,RS_GCF_000218625.1
Flexistipes sinusarabici,RS_GCF_018623215.1,Bacteria,8.42,50,RS_GCF_000218625.1
Francisella tularensis,RS_GCF_009815685.1,Bacteria,3,37,RS_GCF_000833475.1
Francisella tularensis,RS_GCF_009816655.1,Bacteria,3,37,RS_GCF_000833475.1
Francisella tularensis,RS_GCF_002101185.1,Bacteria,3,37,RS_GCF_000833475.1
Francisella tularensis,RS_GCF_009817935.1,Bacteria,3,37,RS_GCF_000833475.1
Francisella tularensis,RS_GCF_002857665.1,Bacteria,3,37,RS_GCF_000833475.1
Francisella tularensis,RS_GCF_000833475.1,Bacteria,3,37,RS_GCF_000833475.1
Fusobacterium vincentii,RS_GCF_001854465.1,Bacteria,0.47,35,GB_GCA_000182945.1
Fusobacterium vincentii,RS_GCF_022340165.1,Bacteria,0.47,35,GB_GCA_000182945.1
Fusobacterium vincentii,RS_GCF_001810995.1,Bacteria,0.47,35,GB_GCA_000182945.1
Fusobacterium vincentii,GB_GCA_029846465.1,Bacteria,0.47,35,GB_GCA_000182945.1
Fusobacterium vincentii,RS_GCF_000347315.1,Bacteria,0.47,35,GB_GCA_000182945.1
Fusobacterium vincentii,GB_GCA_000182945.1,Bacteria,0.47,35,GB_GCA_000182945.1
